file,chunk_id,content
Routine in detention _ Department of Youth Justice and Victim Support.pdf,2,"(5h.jtptpgs)://www.youthjustice.qld.gov.au(6/h._jtp_tdpgas)t:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q2/ld3.5g7o4v3.a/au(7c/h.c_jtp_otdpgmas)mt:/a/o/wadwsaswteio.tysno/-iumthajgues/t0ic0e2.q3/ld3.5g7o4v4.a/au(8c/h.c_jtp_otdpgmas)mt:/a/o/wadwsaswteio.tysno/-iumthajgues/t0ic0e2.q4/ld3.5g7o4v5.a/au (1h.jtptpgs)://www.youthjustice.qld.gov.au(1/h._jtp_tdpgas)t:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q6/ld3.5g7o4v7.a/cu(a/hr_te_td-past:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q7/ld3.5g7o4v8.a/fua(/hc_ti_ltidptiaset:s/a/-/wawsswe.tyso/iumthajgues/t0ic0e2.q8/ld3.5g7o4v9.a/ium (https://www.youthjustice.qld.gov.au(1/h._jtp_tdpgas)t:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q1/ld3.5g7o5v1.a/ium(2/h._gjtp_t_dpg5as)7t:2/a/5/wa.jwspsgwe).tyso/iumthajgues/t0ic0e2.q2/ld3.5g7o5v2.a/su(3c/hh._jtp_otdpgoas)l-t:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q3/ld3.5g7o5v3.a/su (phlattcpes-:1/./jwpgw)w.youthjustice.qld.gov.au(p/hl_at_tcdpeas-t:3/a./j/wpagwss)we.tyso/iumthajgues/t0ic0e2.q5/ld3.5g7o5v5.a/su(pe/hlc_at_utcdpreeas--t:4/a./j/wpagwss)we.tyso/iumthajgues/t0ic0e2.q6/ld3.5g7o5v6.a/su(4e/h.c_jtp_utdpgreas)-t:/a//wawsswe.tyso/iumthajgues/t0ic0e2.q7/ld3.5g7o5v7.a/su More information Learn about the rules in detention centres (https://www.dcssds.qld.gov.au/_youth-justice/parents-carers/youth-detention/life-for-young- people-in-a-detention-centre/detention-centre-rules). Find out what rights a young person has in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/life-for- young-people-in-a-detention-centre/your-childs-rights-in-detention). Life for young people in a detention centre (https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/life-for- https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/life-for-young-people-in-a-detention-centre/routine-in-detention 2/3 26/08/2025, 15:38 Routine in detention | Department of Youth Justice and Victim Support young-people-in-a-detention-centre) Routine in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/life-for-young-people-in-a-detention-centre/routine-in-detention) Detention centre rules (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/life-for-young-people-in-a-detention-centre/detention-centre-rules) Your child's rights in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/life-for-young-people-in-a-detention-centre/your-childs-rights-in-detention) Last reviewed: 18 March 2025 Last modified: 18 March 2025  Provide feedback (https://www.families.qld.gov.au/feedback?id=35730) This work is licensed under a Creative Commons Attribution 4.0 International (CC BY 4.0) licence (https://creativecommons.org/licenses/by/4.0/) https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/life-for-young-people-in-a-detention-centre/routine-in-detention 3/3"
youth-justice-pocket-stats-september-2024.pdf,0,"Department of Youth Justice and Victim Support Youth Justice Pocket Stats Sep 2024* Proven offences Offender Profile Did you know… 44,475 total finalised charges proven 43% of young people who have a finalised court 3229 young people had at least one proven offence appearance never return to the Youth Justice Systema 71% Male 55% Aboriginal and Torres Strait Islander 59% 7% 70% Reoffended within 12 monthsb PROPERTYc VIOLENT 455 Serious repeat offenders on an average day There were 76 Serious repeat offender declarations at 26 Sep 2024 577,462 3% 0.2% 31% Complexity of young offenders (Census 2023) DRUG SEXUAL OTHERd children aged 10 to 17 years in 81% have used at least one substance Queensland in 2024 38% in youth justice custodye have used ice or other methamphetamines Custodye (on an average day) 53% have experienced or been impacted by domestic young people in custody 1 in 179 Queensland children aged and family violence 311 (71% Aboriginal and Torres Strait Islander) 10 to 17 had a proven offence (0.6%) 44% have a mental health and/or behavioural disorder young people in unsentenced custodyf 271 1 in 485 Queensland children aged 10 to 17 (diagnosed or suspected) (69% Aboriginal and Torres Strait Islander) were supervised in the community on an average day (0.2%) 48% are disengaged from education, training or 53 days average sentenced duration employment 1 in 1859 Queensland children aged 10 to 17 25% have at least one parent who spent time in adult 49 days average unsentencedf duration were in custody on an average day (0.05%) custody 30% in unstable and/or unsuitable accommodation Orders Notes: a. Based on the number of lifetime court appearances for the cohort of 44% have a disability (assessed or suspected) young people with a finalised court appearance between 1 Oct 2023 1594 young people"
youth-justice-pocket-stats-september-2024.pdf,1,"in custody on an average day (0.05%) custody 30% in unstable and/or unsuitable accommodation Orders Notes: a. Based on the number of lifetime court appearances for the cohort of 44% have a disability (assessed or suspected) young people with a finalised court appearance between 1 Oct 2023 1594 young people received a total of 3195 supervised and 26 Sep 2024 who were eligible to have an offence finalised in the youth justice system. Aboriginal and Torres Strait Islander representation: orders b. For young people who had a new charged offence within 12 months of t 2 h 6 e S ir e e p a r 2 li 0 e 2 s 3 t . finalisation with a proven offence between 1 Oct 2022 and C To o r m re p s a S re tr d a i t t o I s n l o an n d -I e n r d y ig o e u n n o g u p s e y o o p u l n e g w p e e r o e p : le, Aboriginal and 1498 young people received a total of 2825 community- c. Includes theft, break and enter and unlawful use of motor vehicle based orders d. Includes traffic-related offences, public order offences, fraud and miscellaneous offences 15 x as likely to have a proven offence e. Custody is defined as young people in a youth detention centre on pre- 84% of community-based orders were successfully court custody, remand or sentence or in a police watchhouse/other 23 x as likely to receive a supervised order completed custody location (e.g. in police transit, court cells, hospital) on remand or sentence. It excludes young people on pre-court custody in locations 30 x other than a"
youth-justice-pocket-stats-september-2024.pdf,2,"orders were successfully court custody, remand or sentence or in a police watchhouse/other 23 x as likely to receive a supervised order completed custody location (e.g. in police transit, court cells, hospital) on remand or sentence. It excludes young people on pre-court custody in locations 30 x other than a youth detention centre. as likely to be held in Youth Justice custody 2936 restorative justice referrals received f. Includes both pre-court custody and remand. (64% court-referred; 36% police referred) 27 x as likely to be on remand * Data accurate as at 26 Sep 2024; This end date is due to the Department transitioning to a new information system, making data currently unavailable after 26 Sep 2024. The 2024 Sep data are operational and may represent a marginal undercount."
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,0,"POLICE – FACTS YOU NEED TO KNOW This sheet is intended to provide general legal information about the law in Queensland. This information is not legal advice. If you have a particular legal problem you should contact a solicitor for legal advice. At the end is a list of agencies that might be able to assist you, including legal agencies. What do I have to tell the police? You have the right to silence. This applies even if you have been arrested for questioning. This means that do not have to make a statement or answer any questions, except you must give your correct name, address, and age. Not giving your name, address or age is an offence. Remember, there is no such thing as an ‘off-the-record chat.’ If you choose to answer police questions you can choose to answer only some of the questions and not all. It is a good idea to get legal advice before answering police questions. You can get free legal advice from the lawyers listed below. Anything you say can be used (and often is) in a police case against you. Do I have to carry ID on me? No… There is no law that says you have to carry ID, BUT if a police officer believes you have given a false name, address or age, they can detain you to find out who you are. If you are driving a car (including on a ‘L’ or ‘P’ plate) then it is an offence to fail to produce your driver’s licence if the police request it. Do Police have to show their ID? Sometimes… If a police officer is in plain clothes and they want to do something like arrest, search or make you ‘move-on’ the officer must tell you that they are a"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,1,"to fail to produce your driver’s licence if the police request it. Do Police have to show their ID? Sometimes… If a police officer is in plain clothes and they want to do something like arrest, search or make you ‘move-on’ the officer must tell you that they are a police officer and state their name, rank and station and show you their ID. If they are in uniform, they just have to tell you their name, rank and station. If the officer does not tell you, you can ASK. Do I have to go with a police officer? You do not have to go with a police officer unless you are arrested, but there is a law which states you must go with them if you have witnessed a breach of the peace. The police can arrest you to question you if they believe that you have broken or are breaking the law. If you are arrested for questioning you still do not have to answer any questions except to give your correct name, address and age. Unless the police know a lawyer has been organised for you, the police must contact a representative from a legal aid organisation and inform them before you are questioned. When can the police take my photograph? The police can only photograph you if you are arrested and charged. You do not have to agree to be photographed when being ‘street checked”. All police have body-worn cameras and there are rules police have to follow about how they use these cameras. All police must wear a body-worn camera while they are on-duty, and they can record you. What rules do the police have to follow when using a body-worn camera? • The police cannot record unclothed searches, but can record clothed searches •"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,2,"to follow about how they use these cameras. All police must wear a body-worn camera while they are on-duty, and they can record you. What rules do the police have to follow when using a body-worn camera? • The police cannot record unclothed searches, but can record clothed searches • The police do not have to stop recording you if you ask • The police generally have to be in uniform, or easily identifiable as a police officer, when using a body-worm camera • Whatever the police record can be used as evidence. If police have Body Worn Cameras they must record if they - • Are investigating a crime (e.g. seizing property or searching you) or arresting someone • Are using physical force against a person • Believe something should be recorded (the police can also start recording after an incident occurs). Do I have to be in a line up or give a DNA sample? No… You do not have to go with a police officer to be in a line up or to give them your DNA even if the police say they think you have broken the law. You should talk to a lawyer before agreeing to either of these things. © Youth Advocacy Centre Inc 1 Can police move me on? Yes, if … • You are in a public place or regulated place; and • Police think you caused (either through your behaviour or by just being there) a certain effect on people like causing anxiety. See our ‘Move On’ Fact Sheet for more information. What if I am arrested? You can ask why you are under arrest, but resisting arrest is an offence. You have the right to ask why the police officer is demanding you go with them. If you are not"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,3,"causing anxiety. See our ‘Move On’ Fact Sheet for more information. What if I am arrested? You can ask why you are under arrest, but resisting arrest is an offence. You have the right to ask why the police officer is demanding you go with them. If you are not under arrest, then you do not have to go with the police. If you are under arrest, a police officer must tell you why you are under arrest. Even if you have been arrested and charged you do not have to answer police questions. The police usually will not tell you about your right to remain silent unless they have decided to charge you with a criminal offence. A police officer is only allowed to use ‘reasonable force’ to carry out their job. Stay cool and calm and talk to a lawyer later about what you can do if you think the arrest was unfair or wrong or the police injured you. How long can the police hold me? The police can arrest and hold you for questioning for up to 8 hours to investigate an offence and question you about any offences they think you may have committed. They can only question you for 4 hours of that time. The time limit starts at the time you were arrested or were taken by police. The police can ask a JP or Magistrate to allow them to hold you and question you for a longer period of time. Remember, you can be held for questioning but you do not have to answer any questions, except your name, age and address. Who can I have with me during police questioning? Generally, if you are under 18 and questioned by police, you must have a ‘support person’ with you. The support person"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,4,"can be held for questioning but you do not have to answer any questions, except your name, age and address. Who can I have with me during police questioning? Generally, if you are under 18 and questioned by police, you must have a ‘support person’ with you. The support person should be: • a parent or guardian • a lawyer • a person who is acting for you who works in an agency that deals with the law • a relative or friend you would like to have there. • If none of these are available, then a justice of the peace (JP). You should tell the police which person you would like to have with you. The police should also give you the opportunity to talk to this person in private (where they cannot overhear you) before the questioning starts. If you are arrested the police have to make a reasonable effort to contact your parents, the police must take note if they cannot contact your parents. If you are being questioned about a minor offence such as littering then a ‘support person’ is not required. How much do I have to tell police at the station? You still have the right to silence at the police station. Whether you agree to go with the police or you are under arrest, you do not have to make a statement or answer any questions (in writing, on video or audio). You have the right to say NO to any form of interview BUT you should give your correct name, address and age each time you are asked. The police have to try and contact Legal Aid or the Aboriginal and Torres Strait Islander Legal Service before they interview you about a serious criminal offence (for example an offence that can"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,5,"of interview BUT you should give your correct name, address and age each time you are asked. The police have to try and contact Legal Aid or the Aboriginal and Torres Strait Islander Legal Service before they interview you about a serious criminal offence (for example an offence that can be tried by a Judge and jury in the District or Supreme Court). If you do participate in a police interview about a serious criminal offence, then the police should record it on video or audio. The police will give you a copy of the DVD after the interview. It is important to keep this DVD. If the police are unable to record your interview, then they can write it down and read it back to you. If you don’t agree with anything in the statement you should tell them at the time and ask them to change it. The police must give you a copy of the written record at the time. Even if you answered the questions you do not have to sign what the police wrote down. Do not sign anything you have not read, do not understand, or do not agree with. You do not have to write any statement. Lying to the police can get you into more trouble. Am I entitled to make a phone call? Yes, as long as it is to speak with a support person or solicitor. © Youth Advocacy Centre Inc 2 What if I am charged with an offence? If you are under 18 then you may be cautioned, sent to a Youth Restorative Justice Conference, sent to a Drug Diversion Assessment Program or sent to court. See our ‘If I am Charged’ Fact Sheet for more information. Treated unfairly? If the police do not treat you fairly and"
Police-Facts-You-Need-to-Know-November-2023 (1).pdf,6,"If you are under 18 then you may be cautioned, sent to a Youth Restorative Justice Conference, sent to a Drug Diversion Assessment Program or sent to court. See our ‘If I am Charged’ Fact Sheet for more information. Treated unfairly? If the police do not treat you fairly and politely you have the right to complain about it without the threat of being harassed. You can speak to the Crime and Corruption Commission on the phone number below. See our ‘Treated Unfairly’ Fact Sheet for more information. Who can help? Youth Advocacy Centre (YAC) www.yac.net.au ...................................................................... 3356 1002 Youth Legal Advice Hotline………………………………………………………………………………………………………………………………………1800 527 527 (Monday - Thursday 8am – 9pm; Friday 8am – Sunday 5pm) Hub Community Legal www.hubcommunity.org.au ................................................................. 3372 7677 Logan Youth & Family Legal Service www.yfs.org.au .............................................................. 3826 1500 Legal Aid Queensland www.legalaid.qld.gov.au ...................................................................... 1300 651 188 Aboriginal & Torres Strait Islander Legal Service www.atsils.org.au ........................................ 3025 3888 or (free call) 1800 012 255 (24hrs 7 days a week) Crime and Corruption Commission www.ccc.qld.gov.au ......................................................... 33606060 (free call outside Brisbane) 1800 061 611 Community Legal Centres (CLCs) see www.naclc.org.au for your nearest CLC This information was last reviewed and updated in November 2023. The Youth Advocacy Centre does not accept responsibility for any action or outcome as a result of anyone relying on the information provided. © Youth Advocacy Centre Inc 3"
Support programs _ Department of Youth Justice and Victim Support.pdf,0,"26/08/2025, 15:37 Support programs | Department of Youth Justice and Victim Support Department of Youth Justice and Victim Support Helping young people in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/helping-young-people-in-detention) >> Support programs Support programs Programs and supports to help change behaviour In youth detention centres, we have programs and supports to help young people change their behaviour and make better choices. When a young person arrives at the youth detention centre, we will assess them. This helps us to identify which programs may help the young person, and we can tailor our support for that young person. Programs are designed at a level that matches the young person’s: age experience cognitive development social and emotional development educational background This happens for all young people whether they have been sentenced to a detention order or are on remand. Who runs the programs The staff who run these programs include: psychologists speech-language pathologists caseworkers https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/helping-young-people-in-detention/support-programs 1/4 26/08/2025, 15:37 Support programs | Department of Youth Justice and Victim Support Aboriginal and Torres Strait Islander program officers program officers Types of programs We run our programs and services in line with trauma-informed practice principles. Aggression replacement training Aggression replacement training (https://www.youthjustice.qld.gov.au/programs- initiatives/programs/all#helping-young-people-manage-their-anger-and-aggression- through-positive-thinking-22723-339) (ART) helps young people to deal with their anger and aggression. ART includes learning appropriate ways to respond to situations, how to keep control and calm down, and how to think about what it’s like to be in someone else’s shoes. Black chicks talking Black chicks talking (BCT) (https://www.youthjustice.qld.gov.au/programs- initiatives/programs/all#bringing-aboriginal-and-torres-strait-islander-young-women- together-22747-339) is a cultural program for Aboriginal and/or Torres Strait Islander young women. It supports cultural connections to community and identity and explores cultural histories through storytelling and yarning circles. Changing habits and reaching targets Changing habits and reaching targets (https://www.youthjustice.qld.gov.au/programs- initiatives/programs/all#helping-at-risk-young-people-change-their-behaviour-22715-339) (CHART) aims to reduce the risk of reoffending. It includes units on"
Support programs _ Department of Youth Justice and Victim Support.pdf,1,"program for Aboriginal and/or Torres Strait Islander young women. It supports cultural connections to community and identity and explores cultural histories through storytelling and yarning circles. Changing habits and reaching targets Changing habits and reaching targets (https://www.youthjustice.qld.gov.au/programs- initiatives/programs/all#helping-at-risk-young-people-change-their-behaviour-22715-339) (CHART) aims to reduce the risk of reoffending. It includes units on problem-solving, lifestyle balance, healthy relationships, and motivation to change. Emotional regulation and impulse control Emotional regulation and impulse control (ERIC) (https://www.youthjustice.qld.gov.au/programs-initiatives/programs/all#encouraging- healthy-social-and-emotional-development-22711-339) looks at underlying issues that young people have with emotional regulation and impulse control instead of targeting each mental health, justice or substance use issue separately. It includes skills and processes to manage emotions, urges and decision-making. https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/helping-young-people-in-detention/support-programs 2/4 26/08/2025, 15:37 Support programs | Department of Youth Justice and Victim Support Men’s project Men’s project is an evidence-informed program for young men aged 16+ years old who have shown domestic and family violence behaviours or are at significant risk of this. The program explores violence-based beliefs through conversation to allow the opportunity for growth. Staff help young men to unpack the complexities that relationships bring and allow them to explore skills and experiences to make alternative choices through critical reflection. Re-navigating anger and guilty emotions Re-navigating anger and guilty emotions (RAGE) is an anger management program. It is a strengths-based programs that is hands on and practical. It helps young people learn about anger including triggers, the cycle of anger, healthy expressions of anger, and the importance of relaxation, exercise and diet on their state of mind and emotions. Re-thinking our attitude towards driving Re-thinking our attitude towards driving (ROAD) (https://www.youthjustice.qld.gov.au/programs-initiatives/programs/all#exploring-the- motivations-behind-unsafe-motor-vehicle-behaviours-22719-339)is a program targeted at young people with motor vehicle offences, or at risk of becoming involved with motor vehicle offences. It identifies and explores motivations behind unsafe motor vehicle behaviours and challenges thoughts and behaviours associated"
Support programs _ Department of Youth Justice and Victim Support.pdf,2,"emotions. Re-thinking our attitude towards driving Re-thinking our attitude towards driving (ROAD) (https://www.youthjustice.qld.gov.au/programs-initiatives/programs/all#exploring-the- motivations-behind-unsafe-motor-vehicle-behaviours-22719-339)is a program targeted at young people with motor vehicle offences, or at risk of becoming involved with motor vehicle offences. It identifies and explores motivations behind unsafe motor vehicle behaviours and challenges thoughts and behaviours associated with them. It also helps increase young people’s empathy for victims. Supports A young person will work with their caseworker and our psychologists to identify goals. We will help a young person with evidence-based psychological interventions to address underlying issues behind their behaviours and substance use. We will use a variety of types of therapy to do this. More information Read more about mental health support in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/helping-young- people-in-detention/health-and-wellbeing). https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/helping-young-people-in-detention/support-programs 3/4 26/08/2025, 15:37 Support programs | Department of Youth Justice and Victim Support Learn who else is here to help (https://www.youthjustice.qld.gov.au/parents- carers/youth-detention/helping-young-people-in-detention) young people in detention. Helping young people in detention (https://www.youthjustice.qld.gov.au/parents- carers/youth-detention/helping-young-people-in- detention) Care in detention (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/helping-young-people-in-detention/care-in-detention) Education (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/helping-young-people-in-detention/education) Support programs (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/helping-young-people-in-detention/support-programs) Health and wellbeing (https://www.youthjustice.qld.gov.au/parents-carers/youth- detention/helping-young-people-in-detention/health-and-wellbeing) Last reviewed: 27 November 2024 Last modified: 27 November 2024  Provide feedback (https://www.families.qld.gov.au/feedback?id=34934) This work is licensed under a Creative Commons Attribution 4.0 International (CC BY 4.0) licence (https://creativecommons.org/licenses/by/4.0/) https://www.youthjustice.qld.gov.au/parents-carers/youth-detention/helping-young-people-in-detention/support-programs 4/4"
Parents-and-Police-Updated-January-2024WM1.pdf,0,"PARENTS AND POLICE This sheet is intended to provide general legal information about the law in Queensland. This information is not legal advice. If you have a particular legal problem you should contact a solicitor for legal advice. At the end is a list of agencies that might be able to assist you, including legal agencies. At the end is a list of agencies that might be able to assist you, but please note that the Youth Advocacy Centre does not take direct enquiries from parents. Parents will commonly first learn that their child may have broken the law when the police phone or arrive at the door. It is important to: • keep calm • find out as much as possible about what the police say the young person has done – remember a complaint to police does not automatically mean your child has broken the law (even if they have done something wrong) • ask why the police want to speak with your child. It is recommended your child tells police that they will decide whether to give a statement or answer questions after they have spoken with a lawyer. Your child may call the Youth Hotline on 1800 527 527 or if your child identifies as Aboriginal or Torres Strait Islander, they may call ATSILS on 1800 012 255. For information on what your child does or does not have to do in relation to police, and what happens if they have to go to court, see the YAC Info sheets: Police – Facts You Need to Know; If I am Charged; Court; Childrens Court Queensland; Court Orders. The rest of this sheet is info for you as a parent. Are police allowed to come into my home or search my car? There are a number of"
Parents-and-Police-Updated-January-2024WM1.pdf,1,"the YAC Info sheets: Police – Facts You Need to Know; If I am Charged; Court; Childrens Court Queensland; Court Orders. The rest of this sheet is info for you as a parent. Are police allowed to come into my home or search my car? There are a number of ways the police can legally conduct a search. The three main ways are: • Search warrant - if police seek to enter your home or examine your car with a search warrant you UNDER REVIEW have the right to get a copy of this warrant and the name, rank and station of the police officer. • Reasonable suspicion - police can enter a private place, such as your home or car, without a warrant, if they have ‘reasonable suspicion’ that they will find evidence of an offence and this evidence may be hidden or destroyed unless the place is immediately searched. • Consent - if you give police permission to search, then the police can stay in your home or keep searching your car until such time as you withdraw that consent and then they have to leave unless they have a specific power they are relying on to stay and search. If police take away any property belonging to you or your child the police must provide a field property receipt. As a parent, do I have to call the police if I think my child may have broken the law? If you are concerned your child may have broken the law you do not have to contact the police: however, there are potential consequences for parents if their child brings some things into the home. For example, if you think your child is using drugs then you are not under a legal obligation to let police know. However,"
Parents-and-Police-Updated-January-2024WM1.pdf,2,"broken the law you do not have to contact the police: however, there are potential consequences for parents if their child brings some things into the home. For example, if you think your child is using drugs then you are not under a legal obligation to let police know. However, if police find drugs belonging to your child at your home, it is assumed you had knowledge of the drugs since you are deemed to have control of the house. You may have to prove you did not know the drugs were there and that you had no reason to suspect the drugs were there. If you try to hide evidence of an offence or do something like putting items you think have been stolen in the bin, you could also be charged with breaking the law. This means you do not have to tell police about anything your child may have done, but you also cannot do anything to cover up what they may have done. If your child is over 18 and you have a reasonable suspicion that they have committed a sexual offence against a child, you are required to report this to police. As a parent do I have to go with police or give a statement to police? During an investigation police may seek to gather information from many sources including parents, even if the parents are not directly involved. There is, however, no legal obligation for a person to talk to police about any matter. You do not have to go anywhere with police, such as to the police station, unless you are under arrest. The police might want to question you about where your child was at a certain time. If the police approach you to give a statement it is important to"
Parents-and-Police-Updated-January-2024WM1.pdf,3,"matter. You do not have to go anywhere with police, such as to the police station, unless you are under arrest. The police might want to question you about where your child was at a certain time. If the police approach you to give a statement it is important to know that you do not have to say anything, but you should never lie to police, or try to mislead police as this may lead to you being charged (e.g. you should not say your child was at home at a certain time when you know they were not). © Youth Advocacy Centre Inc 1 If the police approach you or your child it is best to give your correct name, address, and age as it can be an offence not to do this. Be aware that anything you say (even on the street) may be tape-recorded without you knowing. There is no such thing as an ‘informal’ or ‘off the record’ chat or interview What is a support person’s role in a police recorded interview? A person under 18 years of age must have a support person at a police interview. This support person has to make sure the child understands the process and their rights, that they can exercise those rights, and to ensure that the police conduct the interview fairly. If your child decides to agree to an interview, one of the best ways to support them is to organise for the interview to take place after your child has spoken with a lawyer. Unless the police know a lawyer has been organised for your child, the police must contact a representative from a legal aid organisation and inform them before they question your child. See the list below for phone numbers for free legal help. If"
Parents-and-Police-Updated-January-2024WM1.pdf,4,"your child has spoken with a lawyer. Unless the police know a lawyer has been organised for your child, the police must contact a representative from a legal aid organisation and inform them before they question your child. See the list below for phone numbers for free legal help. If you are angry with your child, then your ability to be a support person can be a problem. Before the interview you should confirm that your child wants you to be their support person or if they might want another trusted objective adult to support them. What is a parent’s role if the young person formally admits that they broke the law and the police: • Caution the young person (give them a formal warning) because they have not been in much trouble before or have not committed a serious offence. The police must ensure either an adult chosen by the child or a parent is present for the Caution. There is no obligation on a parent to be present but if you do not attend and there is no other adult the child wants there then the police will not be able to issue the Caution which may mean they charge the young person instead and your child will have to go to court. • let the young person attend a Restorative Justice Conference where they will have the opportunity to discuss the consequences of committing the offence with the people they affected, such as the victim. The aim of the conference is that both parties agree on how the young person will make amends such as: an apology; agreeing to pay the victim some money or agreeing to attend a program. The young person must have a support person at the conference. Parents are entitled to be there"
Parents-and-Police-Updated-January-2024WM1.pdf,5,"of the conference is that both parties agree on how the young person will make amends such as: an apology; agreeing to pay the victim some money or agreeing to attend a program. The young person must have a support person at the conference. Parents are entitled to be there even if the young person is supported by another adUult. NDER REVIEW • offer a Drug Diversion Assessment Program if drugs were involved and the police believe a Caution is not suitable. The Drug Diversion Assessment Program is one session with a drug counsellor that lasts around two hours. Parents do not need to attend the program. If the young person is charged and has to go to court - do I have to be there as a parent? If a young person has to go to court, the court usually requires the parent to be there. If no parent attends, the court will want to know where the parents are and why they are not present. The court can issue a notice ordering the parents to come to court, and if they still do not attend the parents can be fined by the court. When the Magistrate/Judge chooses the most appropriate court order (sentence) for the young person, they will consider how the young person’s parent has responded to the alleged offence. Helping your child to learn from the event and to change their behaviour will be viewed positively by the courts. What if my child is the victim of a crime? It is the role of police to investigate crime. People do not have to report the crime to the police. If you have a reasonable suspicion that a sexual offence has occurred against a child by an adult, then you are required to report this to police."
Parents-and-Police-Updated-January-2024WM1.pdf,6,"of a crime? It is the role of police to investigate crime. People do not have to report the crime to the police. If you have a reasonable suspicion that a sexual offence has occurred against a child by an adult, then you are required to report this to police. It is important to understand what may happen if a matter is reported to police. It may be useful to talk to a lawyer first. If young people decide to report crime to police, the police decide if they are going to charge someone. Your child may be eligible for victim’s compensation and should speak to a lawyer about this. YAC can provide support to young people appearing as complainants or witnesses in court matters and help them to manage the process. See contact details below. How can I withdraw a complaint to police about my child? Sometimes parents complain to or call the police about their child and the police then charge the young person with an offence – such as with wilful damage or assault. Parents should be aware of the legal and non-legal consequences of this and should get some advice before speaking with the police. If a parent later decides that they don’t want the matter to go to court, they can seek to withdraw their complaint at any time, including after the young person has been charged and court proceedings have started. Any officer at a police station counter can assist the parent in filling out a ‘Withdrawal of Complaint’ form. The form will then be brought to the attention of the arresting officer, who will assess what steps are to be taken, such as having the charge formally dismissed by the © Youth Advocacy Centre Inc 2 court. However, if there is other evidence"
Parents-and-Police-Updated-January-2024WM1.pdf,7,"out a ‘Withdrawal of Complaint’ form. The form will then be brought to the attention of the arresting officer, who will assess what steps are to be taken, such as having the charge formally dismissed by the © Youth Advocacy Centre Inc 2 court. However, if there is other evidence about the offence, the police can still decide to proceed and the parent may still have to give evidence in court against their child if the child decides to plead “not guilty”. Who can help? Youth Advocacy Centre (YAC) www.yac.net.au ...................................................................... 3356 1002 Hub Community Legal www.hubcommunity.org.au ................................................................. 3372 7677 Legal Aid Queensland www.legalaid.qld.gov.au ....................................................................... 1300 651 188 Youth Legal Advice Hotline…………………………………………………………………………………………………………1800 527 527 (Monday - Thursday 8am – 9pm; Friday 8am – Sunday 5pm) Aboriginal & Torres Strait Islander Legal Service www.atsils.org.au ........................................ 3025 3888 or (24hrs 7 days a week) 1800 012 255 (Free call) Community Legal Centres (CLCs) see www.naclc.org.au for your nearest CLC This sheet was last reviewed and updated in January 2024.The Youth Advocacy Centre does not accept responsibility for any action or outcome as a result of anyone relying on the information provided. UNDER REVIEW © Youth Advocacy Centre Inc 3"
Legal-Info-Sheet-Making-Queensland-Safer-Bill-2024-1.pdf,0,"What do the new “adult crime, adult time” laws say? Queensland has new laws about youth crime. If you commit an offence while you are under 18 this is what the changes may mean for you. What is “adult crime, adult time”? There are now 13 offences for which children can receive the same penalty as an adult. The offence must have been committed after the 12th December 2024 for this to apply. The 13 offences are: • Unlawful use of a motor vehicle • Unlawful entry of a vehicle • Dangerous operations of a motor vehicle • Break and enter premises • Burglary • Robbery • Serious assault • Wounding • Acts intended to cause grievous bodily harm • Grievous bodily harm • Unlawful striking causing death • Manslaughter • Murder For these offences a magistrate may now sentence you to up to three years probation or detention. A judge can give you the same maximum penalty that an adult can get. A court can no longer order a restorative justice order for these offences. The court can still send you to another type of restorative justice process, like a pre-sentence (before sentence) referral. A mandatory sentence is a sentence that the court must give. If these apply to adults for the 13 offences they now apply to you as a child. This sheet is intended to provide general legal information about the law in Queensland. This information is not legal advice. If you have a particular legal problem you should contact a solicitor for legal advice. At the end is a list of agencies that might be able to assist you, including legal agencies. What do the new “adult crime, adult time” laws say? What if I've committed an offence on or before the 12th December 2024? The"
